District,year,Season,N,P,K,pH,EC,OC,S,B,Zn,Cu,Fe,Mn,temperature,temperature_max,temperature_min,humidity,rainfall,label
Cuddalore,2025,Summer,141.5,51.0,237.5,7.3,0.3,0.3,10.8,0.6,1.1,1.2,5.6,9.0,29.2,37.1,21.5,75.5,199.0,rice
Cuddalore,2025,Summer,141.5,51.0,237.5,7.3,0.3,0.3,10.8,0.6,1.1,1.2,5.6,9.0,29.2,37.1,21.5,75.5,199.0,groundnut
Cuddalore,2025,Summer,141.5,51.0,237.5,7.3,0.3,0.3,10.8,0.6,1.1,1.2,5.6,9.0,29.2,37.1,21.5,75.5,199.0,sugarcane
Dharmapuri,2020,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.2,35.7,20.0,73.7,483.0,rice
Dharmapuri,2020,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.2,35.7,20.0,73.7,483.0,millets
Dharmapuri,2020,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.2,35.7,20.0,73.7,483.0,pulses
Dharmapuri,2020,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,24.0,33.7,14.6,73.9,416.0,rice
Dharmapuri,2020,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,24.0,33.7,14.6,73.9,416.0,millets
Dharmapuri,2020,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,24.0,33.7,14.6,73.9,416.0,pulses
Dharmapuri,2020,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,29.1,39.4,19.0,55.6,94.0,rice
Dharmapuri,2020,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,29.1,39.4,19.0,55.6,94.0,millets
Dharmapuri,2020,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,29.1,39.4,19.0,55.6,94.0,pulses
Dharmapuri,2021,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.7,37.2,21.0,69.0,431.0,rice
Dharmapuri,2021,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.7,37.2,21.0,69.0,431.0,millets
Dharmapuri,2021,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.7,37.2,21.0,69.0,431.0,pulses
Dharmapuri,2021,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.1,35.2,14.3,80.5,793.0,rice
Dharmapuri,2021,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.1,35.2,14.3,80.5,793.0,millets
Dharmapuri,2021,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.1,35.2,14.3,80.5,793.0,pulses
Dharmapuri,2021,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,28.2,39.8,16.3,56.5,89.0,rice
Dharmapuri,2021,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,28.2,39.8,16.3,56.5,89.0,millets
Dharmapuri,2021,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,28.2,39.8,16.3,56.5,89.0,pulses
Dharmapuri,2022,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,25.8,36.2,20.5,74.0,494.0,rice
Dharmapuri,2022,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,25.8,36.2,20.5,74.0,494.0,millets
Dharmapuri,2022,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,25.8,36.2,20.5,74.0,494.0,pulses
Dharmapuri,2022,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.1,33.0,14.6,77.2,428.0,rice
Dharmapuri,2022,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.1,33.0,14.6,77.2,428.0,millets
Dharmapuri,2022,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.1,33.0,14.6,77.2,428.0,pulses
Dharmapuri,2022,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.5,39.2,16.6,61.1,201.0,rice
Dharmapuri,2022,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.5,39.2,16.6,61.1,201.0,millets
Dharmapuri,2022,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.5,39.2,16.6,61.1,201.0,pulses
Dharmapuri,2023,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.3,37.0,21.7,67.3,380.0,rice
Dharmapuri,2023,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.3,37.0,21.7,67.3,380.0,millets
Dharmapuri,2023,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.3,37.0,21.7,67.3,380.0,pulses
Dharmapuri,2023,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.7,33.7,12.9,73.4,267.0,rice
Dharmapuri,2023,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.7,33.7,12.9,73.4,267.0,millets
Dharmapuri,2023,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.7,33.7,12.9,73.4,267.0,pulses
Dharmapuri,2023,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.5,37.5,14.2,60.5,211.0,rice
Dharmapuri,2023,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.5,37.5,14.2,60.5,211.0,millets
Dharmapuri,2023,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.5,37.5,14.2,60.5,211.0,pulses
Dharmapuri,2024,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.8,36.3,21.2,70.3,428.0,rice
Dharmapuri,2024,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.8,36.3,21.2,70.3,428.0,millets
Dharmapuri,2024,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.8,36.3,21.2,70.3,428.0,pulses
Dharmapuri,2024,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,24.4,35.8,16.4,75.1,595.0,rice
Dharmapuri,2024,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,24.4,35.8,16.4,75.1,595.0,millets
Dharmapuri,2024,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,24.4,35.8,16.4,75.1,595.0,pulses
Dharmapuri,2024,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,29.4,42.0,18.2,55.9,200.0,rice
Dharmapuri,2024,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,29.4,42.0,18.2,55.9,200.0,millets
Dharmapuri,2024,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,29.4,42.0,18.2,55.9,200.0,pulses
Dharmapuri,2025,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.8,36.0,21.4,67.2,375.0,rice
Dharmapuri,2025,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.8,36.0,21.4,67.2,375.0,millets
Dharmapuri,2025,Kharif,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,26.8,36.0,21.4,67.2,375.0,pulses
Dharmapuri,2025,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.6,33.5,15.3,73.3,298.0,rice
Dharmapuri,2025,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.6,33.5,15.3,73.3,298.0,millets
Dharmapuri,2025,Rabi,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,23.6,33.5,15.3,73.3,298.0,pulses
Dharmapuri,2025,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.6,37.1,17.1,62.1,194.0,rice
Dharmapuri,2025,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.6,37.1,17.1,62.1,194.0,millets
Dharmapuri,2025,Summer,187.5,17.3,278.0,7.9,0.4,0.3,14.6,0.5,0.9,0.6,4.3,2.3,27.6,37.1,17.1,62.1,194.0,pulses
Dindigul,2020,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.6,39.3,21.6,64.1,336.0,cotton
Dindigul,2020,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.6,39.3,21.6,64.1,336.0,banana
Dindigul,2020,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.6,39.3,21.6,64.1,336.0,vegetables
Dindigul,2020,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.9,37.9,17.7,70.1,534.0,cotton
Dindigul,2020,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.9,37.9,17.7,70.1,534.0,banana
Dindigul,2020,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.9,37.9,17.7,70.1,534.0,vegetables
Dindigul,2020,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,30.9,40.6,21.1,53.2,41.0,cotton
Dindigul,2020,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,30.9,40.6,21.1,53.2,41.0,banana
Dindigul,2020,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,30.9,40.6,21.1,53.2,41.0,vegetables
Dindigul,2021,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.8,38.8,21.7,61.7,297.0,cotton
Dindigul,2021,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.8,38.8,21.7,61.7,297.0,banana
Dindigul,2021,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.8,38.8,21.7,61.7,297.0,vegetables
Dindigul,2021,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,24.6,35.7,16.8,78.6,1054.0,cotton
Dindigul,2021,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,24.6,35.7,16.8,78.6,1054.0,banana
Dindigul,2021,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,24.6,35.7,16.8,78.6,1054.0,vegetables
Dindigul,2021,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.3,39.8,18.8,58.4,106.0,cotton
Dindigul,2021,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.3,39.8,18.8,58.4,106.0,banana
Dindigul,2021,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.3,39.8,18.8,58.4,106.0,vegetables
Dindigul,2022,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.0,38.7,21.4,66.1,411.0,cotton
Dindigul,2022,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.0,38.7,21.4,66.1,411.0,banana
Dindigul,2022,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.0,38.7,21.4,66.1,411.0,vegetables
Dindigul,2022,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.1,37.0,18.0,73.2,541.0,cotton
Dindigul,2022,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.1,37.0,18.0,73.2,541.0,banana
Dindigul,2022,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.1,37.0,18.0,73.2,541.0,vegetables
Dindigul,2022,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.0,40.2,18.8,60.3,170.0,cotton
Dindigul,2022,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.0,40.2,18.8,60.3,170.0,banana
Dindigul,2022,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.0,40.2,18.8,60.3,170.0,vegetables
Dindigul,2023,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.6,40.3,22.6,60.0,272.0,cotton
Dindigul,2023,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.6,40.3,22.6,60.0,272.0,banana
Dindigul,2023,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.6,40.3,22.6,60.0,272.0,vegetables
Dindigul,2023,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.5,38.5,16.5,71.3,574.0,cotton
Dindigul,2023,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.5,38.5,16.5,71.3,574.0,banana
Dindigul,2023,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.5,38.5,16.5,71.3,574.0,vegetables
Dindigul,2023,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.8,39.5,18.5,61.7,179.0,cotton
Dindigul,2023,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.8,39.5,18.5,61.7,179.0,banana
Dindigul,2023,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.8,39.5,18.5,61.7,179.0,vegetables
Dindigul,2024,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.8,39.5,21.9,65.2,437.0,cotton
Dindigul,2024,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.8,39.5,21.9,65.2,437.0,banana
Dindigul,2024,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,28.8,39.5,21.9,65.2,437.0,vegetables
Dindigul,2024,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.9,35.8,18.5,75.6,736.0,cotton
Dindigul,2024,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.9,35.8,18.5,75.6,736.0,banana
Dindigul,2024,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.9,35.8,18.5,75.6,736.0,vegetables
Dindigul,2024,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,30.6,43.4,20.0,56.7,261.0,cotton
Dindigul,2024,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,30.6,43.4,20.0,56.7,261.0,banana
Dindigul,2024,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,30.6,43.4,20.0,56.7,261.0,vegetables
Dindigul,2025,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.4,38.2,21.9,58.6,300.0,cotton
Dindigul,2025,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.4,38.2,21.9,58.6,300.0,banana
Dindigul,2025,Kharif,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.4,38.2,21.9,58.6,300.0,vegetables
Dindigul,2025,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.4,38.5,17.2,72.3,495.0,cotton
Dindigul,2025,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.4,38.5,17.2,72.3,495.0,banana
Dindigul,2025,Rabi,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,25.4,38.5,17.2,72.3,495.0,vegetables
Dindigul,2025,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.5,39.8,20.5,60.7,223.0,cotton
Dindigul,2025,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.5,39.8,20.5,60.7,223.0,banana
Dindigul,2025,Summer,221.0,75.0,191.0,7.6,0.3,0.4,15.5,0.6,1.4,1.1,4.0,3.3,29.5,39.8,20.5,60.7,223.0,vegetables
Erode,2020,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,27.9,39.0,22.0,72.2,540.0,turmeric
Erode,2020,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,27.9,39.0,22.0,72.2,540.0,cotton
Erode,2020,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,27.9,39.0,22.0,72.2,540.0,banana
Erode,2020,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.8,36.8,18.2,65.9,474.0,turmeric
Erode,2020,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.8,36.8,18.2,65.9,474.0,cotton
Erode,2020,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.8,36.8,18.2,65.9,474.0,banana
Erode,2020,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,31.5,41.0,22.9,52.3,91.0,turmeric
Erode,2020,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,31.5,41.0,22.9,52.3,91.0,cotton
Erode,2020,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,31.5,41.0,22.9,52.3,91.0,banana
Erode,2021,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.1,39.1,22.4,70.0,416.0,turmeric
Erode,2021,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.1,39.1,22.4,70.0,416.0,cotton
Erode,2021,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.1,39.1,22.4,70.0,416.0,banana
Erode,2021,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,25.5,38.5,17.8,75.0,851.0,turmeric
Erode,2021,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,25.5,38.5,17.8,75.0,851.0,cotton
Erode,2021,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,25.5,38.5,17.8,75.0,851.0,banana
Erode,2021,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,30.3,42.3,19.8,55.6,129.0,turmeric
Erode,2021,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,30.3,42.3,19.8,55.6,129.0,cotton
Erode,2021,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,30.3,42.3,19.8,55.6,129.0,banana
Erode,2022,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,27.6,39.3,22.3,72.1,592.0,turmeric
Erode,2022,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,27.6,39.3,22.3,72.1,592.0,cotton
Erode,2022,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,27.6,39.3,22.3,72.1,592.0,banana
Erode,2022,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,25.8,36.8,17.8,70.3,519.0,turmeric
Erode,2022,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,25.8,36.8,17.8,70.3,519.0,cotton
Erode,2022,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,25.8,36.8,17.8,70.3,519.0,banana
Erode,2022,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,30.0,42.3,20.4,57.4,217.0,turmeric
Erode,2022,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,30.0,42.3,20.4,57.4,217.0,cotton
Erode,2022,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,30.0,42.3,20.4,57.4,217.0,banana
Erode,2023,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.9,40.8,22.2,67.4,471.0,turmeric
Erode,2023,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.9,40.8,22.2,67.4,471.0,cotton
Erode,2023,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.9,40.8,22.2,67.4,471.0,banana
Erode,2023,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.5,38.8,17.3,66.4,430.0,turmeric
Erode,2023,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.5,38.8,17.3,66.4,430.0,cotton
Erode,2023,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.5,38.8,17.3,66.4,430.0,banana
Erode,2023,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,29.9,41.0,20.3,57.0,213.0,turmeric
Erode,2023,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,29.9,41.0,20.3,57.0,213.0,cotton
Erode,2023,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,29.9,41.0,20.3,57.0,213.0,banana
Erode,2024,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.1,39.7,22.8,71.2,496.0,turmeric
Erode,2024,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.1,39.7,22.8,71.2,496.0,cotton
Erode,2024,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.1,39.7,22.8,71.2,496.0,banana
Erode,2024,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.7,38.2,18.9,71.1,636.0,turmeric
Erode,2024,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.7,38.2,18.9,71.1,636.0,cotton
Erode,2024,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.7,38.2,18.9,71.1,636.0,banana
Erode,2024,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,31.5,43.7,21.6,53.8,268.0,turmeric
Erode,2024,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,31.5,43.7,21.6,53.8,268.0,cotton
Erode,2024,Summer,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,31.5,43.7,21.6,53.8,268.0,banana
Erode,2025,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.1,39.4,22.0,69.2,290.0,turmeric
Erode,2025,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.1,39.4,22.0,69.2,290.0,cotton
Erode,2025,Kharif,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,28.1,39.4,22.0,69.2,290.0,banana
Erode,2025,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.3,36.2,17.6,67.6,404.0,turmeric
Erode,2025,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.3,36.2,17.6,67.6,404.0,cotton
Erode,2025,Rabi,159.4,19.0,273.9,7.8,0.2,0.4,10.5,0.6,1.2,1.4,5.4,2.7,26.3,36.2,17.6,67.6,404.0,banana
